id,region,subregion,country,program_name,program_code,year,site_code,site_name,lat,lon,water_depth,sources,country_code
9000062,Asia,Southeast Asia,Malaysia,Reef Check,RC,2003,103.02.08E.5.46.58N,Pelangi House Reef South,5.782777778,103.0355556,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000063,Asia,Southeast Asia,Malaysia,Reef Check,RC,2003,103.03.08E.5.46.04N,"Pulau Lima, Southern Tip",5.767777778,103.0522222,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000064,Asia,Southeast Asia,Malaysia,Reef Check,RC,2003,103.03.33E.5.46.26N,Black Coral Garden,5.773888889,103.0591667,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000065,Asia,Southeast Asia,Malaysia,Reef Check,RC,2004,103.1.48E.5.45.19N,Palau Kerenga Kecil,5.755277778,103.03,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000066,Asia,Southeast Asia,Malaysia,Reef Check,RC,2004,103.1.48E.5.50.46N,Tanjung Teluk Nyato,5.846111111,103.03,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000067,Asia,Southeast Asia,Cambodia,Reef Check,RC,2003,103.10.28.1E.10.50.46.1N,Koh Mano (Minor),10.84613889,103.1744722,,"Reef Check Foundation, rcdata@reefcheck.org",KHM
9000068,Asia,Southeast Asia,Cambodia,Reef Check,RC,2003,103.10.93.3E.10.50.20.1N,Koh Mano (channel),10.83891667,103.1822222,,"Reef Check Foundation, rcdata@reefcheck.org",KHM
9000069,Asia,Southeast Asia,Cambodia,Reef Check,RC,2003,103.11.35.5E.10.49.32N,Koh Mano (south),10.82555556,103.1931944,,"Reef Check Foundation, rcdata@reefcheck.org",KHM
9000070,Asia,Southeast Asia,Cambodia,Reef Check,RC,2003,103.11.79.5E.10.48.2.7N,Koh Ta Team,10.80075,103.1965833,,"Reef Check Foundation, rcdata@reefcheck.org",KHM
9000071,Asia,Southeast Asia,Malaysia,Reef Check,RC,"20,072,008",103.2.20.5E.5.46.18.1N,Pulau Paku Kecil SW,5.771694444,103.0390278,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000072,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,103.287E.9.17236N,Bai Nhat,9.172361111,103.287,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000073,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,103.2903E.9.17032N,Hon Xanh,9.170333333,103.2903056,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000074,Asia,Southeast Asia,Malaysia,Reef Check,RC,"20,072,008",103.3.32.8E.5.46.18.1N,Pulau Lima Southern Tip,5.771694444,103.0591111,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000075,Asia,Southeast Asia,Malaysia,Reef Check,RC,2004,103.30.0E.5.44.19N,East Palau Pinang,5.738611111,103.5,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000076,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,103.3206E.9.192N,Hon Tu,9.192,103.3206111,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000077,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,103.32385E.9.19558N,Hon Cau 2,9.195583333,103.3238611,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000078,Asia,Southeast Asia,Cambodia,Reef Check,RC,2003,103.4.16.8E.11.3.36.2N,Koh Krosa Krao,11.06005556,103.0713333,,"Reef Check Foundation, rcdata@reefcheck.org",KHM
9000079,Asia,Southeast Asia,Cambodia,Reef Check,RC,2003,103.4.63.9E.11.3.58.3N,Koh Krosa Kandal,11.06619444,103.0773056,,"Reef Check Foundation, rcdata@reefcheck.org",KHM
9000080,Asia,Southeast Asia,Malaysia,Reef Check,RC,2007,103.40.706E.4.48.456N,"Fresh Water Bay, Tenggol",4.807611111,103.6784444,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000081,Asia,Southeast Asia,Malaysia,Reef Check,RC,2004,103.47.0E.5.44.56N,South Pinang,5.748888889,103.7833333,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000082,Asia,Southeast Asia,Cambodia,Reef Check,RC,2003,103.5.12.2E.11.3.7.3N,Koh Krosa Khnong,11.05202778,103.0867222,,"Reef Check Foundation, rcdata@reefcheck.org",KHM
9000083,Asia,Southeast Asia,Cambodia,Reef Check,RC,2003,103.5.55.5E.10.53.48.5N,Koh Smach,10.89680556,103.09875,,"Reef Check Foundation, rcdata@reefcheck.org",KHM
9000084,Asia,Southeast Asia,Malaysia,Reef Check,RC,2007,103.55.505E.2.32.668N,"Turtle Bay, Tenggol",2.544472222,103.9250833,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000085,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,022,003",104.0024E.9.92285N,May Rut Trong,9.922861111,104.0023889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000086,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,022,003",104.01171E.9.95689N,Hon Thom,9.956888889,104.0117222,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000087,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,022,003",104.01682E.9.97478N,Hon Roi,9.974777778,104.0168333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000088,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,022,003",104.01713E.9.91443N,Hon Dam Ngang,9.914416667,104.0171389,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000089,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,022,003",104.02032E.9.91877N,Mong Tay,9.918777778,104.0203333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000090,Asia,Southeast Asia,Malaysia,Reef Check,RC,"2,004,200,620,072,000",104.09.26.6E.2.49.27N,Pirates Reef,2.824166667,104.1573889,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000091,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,104.21745E.9.39042N,Hon Hoa Lu,9.390416667,104.2174444,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000092,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,104.2333E.9.393N,Hon Bo Tra,9.393,104.2333056,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000093,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,104.2366E.9.383N,Hon Mau,9.383333333,104.2366111,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000094,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,104.23834E.9.38991N,Hon Duoi Nai,9.389916667,104.2383333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000095,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,022,003",104.2889E.10.00474N,Hon Dam,10.00475,104.2888889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000096,Asia,Southeast Asia,Malaysia,Reef Check,RC,2006,104.29.929E.2.28.223N,Pulau Lang (off Pulau Aur),2.470388889,104.4988056,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000097,Asia,Southeast Asia,Malaysia,Reef Check,RC,"20,072,008",104.6.148E.2.54.139N,Malang Rock,2.902305556,104.1024722,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000098,Asia,Southeast Asia,Malaysia,Reef Check,RC,"20,072,008",104.6.507E.2.54.891N,Kador Bay,2.914861111,104.1084444,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000099,Asia,Southeast Asia,Malaysia,Reef Check,RC,2006,104.8.19E.2.48.60N,Renggis North Side,2.81,104.1365,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000100,Asia,Southeast Asia,Malaysia,Reef Check,RC,"20,072,008",104.8.7.5E.2.48.33.7N,Renggis Island North Side,2.809361111,104.1354167,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000101,Asia,Southeast Asia,Malaysia,Reef Check,RC,2007,104.8.8.2E.2.48.37.7N,Renggis Island South Side,2.810472222,104.1356111,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000102,Asia,Southeast Asia,Malaysia,Reef Check,RC,"20,072,008",104.9.3.2E.2.49.0.1N,Soyak Island,2.816694444,104.1508889,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000103,Asia,Southeast Asia,Malaysia,Reef Check,RC,"20,072,008",104.9.6.6E.2.48.54.1N,Terek House Reef,2.815027778,104.1518333,,"Reef Check Foundation, rcdata@reefcheck.org",MYS
9000104,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,105.14.13E.5.39.52S,Pahawang Island,-5.664444444,105.2369444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000105,Asia,Southeast Asia,Indonesia,Reef Check,RC,2003,105.30.53.8E.05.55.40.8S,Sianas,-5.928,105.5149444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000106,Asia,Southeast Asia,Indonesia,Reef Check,RC,2003,105.30.53.8E.5.55.40.8S,Gosong Sawo,-5.928,105.5149444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000107,Asia,Southeast Asia,Indonesia,Reef Check,RC,2003,105.30.54E.5.55.49S,East Umang Island,-5.930277778,105.515,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000108,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"20,032,004,200,520,000,000",105.40.2.1E.10.25.45.3S,Flying Fish Cove,-10.42925,105.66725,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9000109,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"20,032,004,200,520,000,000",105.41.6.4E.10.24.55.5S,Chicken Farm,-10.41541667,105.6851111,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9000110,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,105.51.736E.5.57.25E,Legon Waru- Sangyang,-5.954166667,105.8622778,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000111,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,106.30.9E.6.57.33S,"Karang Deet, Pelabuhan Ratu",-6.959166667,106.5025,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000112,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,106.33.05.2E.05.44.00.1S,Semak Daun Island (south),-5.733361111,106.5514444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000113,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,106.33.57.4E.5.43.41.6S,Semak Daun Island (east),-5.728222222,106.5659444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000114,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,106.33.57E.05.43.41S,Semak Daun Island (north),-5.728083333,106.5658333,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000115,Asia,Southeast Asia,Indonesia,Reef Check,RC,2002,106.33.58.4E.05.45.55.9S,Semak Daun Island (west),-5.732194444,106.5662222,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000116,Asia,Southeast Asia,Indonesia,Reef Check,RC,2007,106.34.4.1E.5.36.22S,Pulau Kayu Angin Bira,-5.606111111,106.5678056,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000117,Asia,Southeast Asia,Indonesia,Reef Check,RC,2007,106.34.48.1E.5.36.30.4S,Pulau Bira Besar,-5.608444444,106.5800278,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000118,Asia,Southeast Asia,Indonesia,Reef Check,RC,2007,106.35.19E.5.36.40S,Gosong Bira Besar,-5.611111111,106.5886111,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000119,Asia,Southeast Asia,Indonesia,Reef Check,RC,2007,106.36.16E.5.36.20.2S,Pulau Belanda,-5.605611111,106.6044444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000120,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,106.37.10E.5.44.72S,P. Pramuka (timur),-5.733333333,106.6194444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000121,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,106.37.33E.5.51.30S,P. Pari (selatan),-5.858333333,106.6258333,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000122,Asia,Southeast Asia,Indonesia,Reef Check,RC,2000,106.38.14W.5.50.21S,Burung,-5.839166667,106.6372222,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000123,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,106.38.15E.5.51.20S,Karang Jong,-5.855555556,106.6375,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000124,Asia,Southeast Asia,Vietnam,Reef Check,RC,"19,981,999,200,020,000,000",106.56.326E.08.66.687N,Ben Dam,8.666861111,106.56325,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000125,Asia,Southeast Asia,Vietnam,Reef Check,RC,"1,999,200,020,012,000",106.60785E.08.65544N,Da Trang,8.655555556,106.6077778,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000126,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,106.63234E.8.63972N,Hon Tai 2,8.639722222,106.6323333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000127,Asia,Southeast Asia,Vietnam,Reef Check,RC,"1,999,200,020,012,000",106.64764E.8.6929N,Dat Doc,8.692944444,106.6476389,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000128,Asia,Southeast Asia,Vietnam,Reef Check,RC,"1,999,200,020,012,000",106.64799E.08.87732N,Chim Chim,8.877222222,106.6480556,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000129,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.03.30E.20.44.20N,Cat Ba,20.73888889,107.0583333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000130,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.06.15E.20.45.15N,Coc Cheo,20.75416667,107.1041667,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000131,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.06.58E.20.48.15N,Ang Du,20.80416667,107.1161111,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000132,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.07.30E.20.47.30N,To Cac Be,20.79166667,107.125,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000133,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.09.20E.20.49.15N,Cong Do,20.82083333,107.1555556,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000134,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.10.40E.20.50.45N,Bu Xam,20.84583333,107.1777778,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000135,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.34.15E.20.59.15N,Doi Xo,20.9875,107.5708333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000136,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.34.45E.21.02.30N,Bien Phong,21.04166667,107.5791667,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000137,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.35.15E.21.04.00N,Con Den,21.06666667,107.5875,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000138,Asia,Southeast Asia,Vietnam,Reef Check,RC,2003,107.37.10E.21.06.15N,Cua Vanh,21.10416667,107.6194444,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000139,Asia,Southeast Asia,Vietnam,Reef Check,RC,2004,108.25.18E.15.58.20N,CLC01,15.97222222,108.4216667,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000140,Asia,Southeast Asia,Vietnam,Reef Check,RC,2004,108.26.45E.15.58.03N,CLC03,15.9675,108.4458333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000141,Asia,Southeast Asia,Vietnam,Reef Check,RC,2004,108.26.55E.15.58.46N,CLC02,15.97944444,108.4486111,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000142,Asia,Southeast Asia,Vietnam,Reef Check,RC,2004,108.28.17E.15.55.54N,CLC05,15.93166667,108.4713889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000143,Asia,Southeast Asia,Vietnam,Reef Check,RC,2004,108.28.28E.15.56.01N,CLC04,15.93361111,108.4744444,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000144,Asia,Southeast Asia,Vietnam,Reef Check,RC,2004,108.28.41E.15.56.44N,CLC06,15.94555556,108.4780556,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000145,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,108.28685E.15.56736N,Hon Giai,15.94561111,108.4780833,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000146,Asia,Southeast Asia,Vietnam,Reef Check,RC,2004,108.29.06E.15.57.47N,CLC08,15.96305556,108.485,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000147,Asia,Southeast Asia,Vietnam,Reef Check,RC,2004,108.29.11E.15.56.44N,CLC07,15.94555556,108.4863889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000148,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,108.29103E.15.57795N,Bai Dau Tai,15.96325,108.4850556,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000149,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,108.29372E.15.576N,Bai Bac,15.96,108.4895278,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000150,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,108.31728E.15.55799N,Bai Huong,15.92997222,108.5288056,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000151,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,108.38.58.2E.7.42.25.6S,Tanjung Batumandi,-7.707111111,108.6495,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000152,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,108.39.9.2E.7.42.18.2S,Pasir Putih Barat,-7.705055556,108.6525556,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000153,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,108.40.20.4E.7.42.42.1S,Batu Layer 1,-7.711694444,108.6723333,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9000154,Asia,Southeast Asia,Vietnam,Reef Check,RC,2001,108.85938E.11.33304N,Nam Ca Na,11.33302778,108.8593889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000155,Asia,Southeast Asia,Vietnam,Reef Check,RC,2001,108.90541E.11.32159N,Cang Cau Muoi,11.32158333,108.9054167,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000156,Asia,Southeast Asia,Vietnam,Reef Check,RC,2001,109.01226E.11.41202N,Son Hai,11.41202778,109.01225,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000157,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.10847E.12.14687N,Hon Tam,12.14686111,109.1084722,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000158,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.11.932E.11.42.276N,Bai Nho,11.70461111,109.1988611,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000159,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.15371E.11.60536N,My Hoa,11.60536111,109.1537222,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000160,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,012,002",109.16068E.11.67081N,Thai An,11.67080556,109.1606667,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000161,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.16124E.11.61808N,Mui Thi,11.61808333,109.16125,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000162,Asia,Southeast Asia,Vietnam,Reef Check,RC,"1,999,200,020,012,000",109.17.30E.12.10N,Hon Mun Site 1,12.16694444,109.2916667,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000163,Asia,Southeast Asia,Vietnam,Reef Check,RC,"199,920,002,002",109.17.47E.12.10.17N,Hon Mun Site 2,12.17138889,109.2963889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000164,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.17632E.12.10928N,Bai Lan 2,12.10927778,109.1763333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000165,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.18092E.12.13347N,Bai Ngheo,12.13347222,109.1809167,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000166,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.18265E.11.67699N,Hang Rai,11.677,109.1833333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000167,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.19447E.12.13279N,Bai Bang,12.13277778,109.1944444,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000168,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,012,002",109.20845E.11.71599N,Luoi Dang,11.716,109.2084444,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000169,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.21426E.12.16379N,Tay Hon Vung,12.16377778,109.21425,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000170,Asia,Southeast Asia,Vietnam,Reef Check,RC,2001,109.21488E.12.62708N,Ran Trao,12.62708333,109.2148889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000171,Asia,Southeast Asia,Vietnam,Reef Check,RC,2001,109.21488E.12.6270N,Ran Tuong,12.62708333,109.2148889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000172,Asia,Southeast Asia,Vietnam,Reef Check,RC,"20,012,002",109.22.526E.12.18.286N,Tay Nam Hon Mieu,12.18286111,109.22525,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000173,Asia,Southeast Asia,Vietnam,Reef Check,RC,2000,109.23.3.5.9E.12.19.4.9.2N,Dong Bac Hon Mieu,12.31922222,109.3849722,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000174,Asia,Southeast Asia,Vietnam,Reef Check,RC,1999,109.23.720E.12.29.831N,Bai Tien,12.49722222,109.3953333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000175,Asia,Southeast Asia,Vietnam,Reef Check,RC,1999,109.24.132E.12.28.760N,Hon Rua,12.47933333,109.4022222,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000176,Asia,Southeast Asia,Vietnam,Reef Check,RC,1999,109.29.376E.12.19.229N,Bai Lan,12.32047222,109.4896111,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000177,Asia,North and East Asia,China,Reef Check,RC,2002,109.29.48E.18.12.42N,Xiao Dong Hai,18.21166667,109.4966667,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9000178,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.29994E.12.36289N,Bai Cay Gang,12.36288889,109.2999444,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000179,Asia,North and East Asia,China,Reef Check,RC,2002,109.30.24E.18.12.33N,Xiao Dong Hai,18.20916667,109.5066667,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9000180,Asia,North and East Asia,China,Reef Check,RC,2000,109.30.615E.18.12.78N,Dadonghai 4,18.213,109.51025,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9000181,Asia,Southeast Asia,Vietnam,Reef Check,RC,2000,109.30.9.8E.12.16.9.3.8N,Dong Bac Hon Mun (site 3),12.28438889,109.5188889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000182,Asia,Southeast Asia,Vietnam,Reef Check,RC,"19,981,999",109.30.908E.12.16.938N,Hon Mun Site 3,12.28230556,109.5151389,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000183,Asia,Southeast Asia,Vietnam,Reef Check,RC,2002,109.30619E.12.3761N,Ran Chao,12.37611111,109.3061944,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9000184,Asia,North and East Asia,China,Reef Check,RC,2000,109.466E18.209N,Dadonghai 1,18.20916667,109.4658333,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9000185,Asia,North and East Asia,China,Reef Check,RC,2000,109.46E.18.21N,Dadonghai 2,18.21,109.21,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9000186,Asia,North and East Asia,China,Reef Check,RC,2000,109.49E.18.195N,Dadonghai 3,18.1845,109.484,,"Reef Check Foundation, rcdata@reefcheck.org",CHN
9000187,Asia,Southeast Asia,Cambodia,Reef Check,RC,1998,10N103E1,Koh Rong Samlem,10.61833333,103.2916667,,"Reef Check Foundation, rcdata@reefcheck.org",KHM
9000188,Asia,Southeast Asia,Philippines,Reef Check,RC,1998,10N119E1,Mantaray Reef,10.47,119.1694444,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
9000189,Asia,Southeast Asia,Philippines,Reef Check,RC,1998,10N119E2,Paraiso Reef,10.50111111,119.1502778,,"Reef Check Foundation, rcdata@reefcheck.org",PHL
