id,disease_type,year,lat,lon,region,subregion,country,location,nearest_town,genus_species,percentage_incidence,disease_remarks,mortality_percentage,diseased_percentage,reference_id,remarks,country_code,source
3452,No disease,2003,7.377833333,117.2016667,Asia,Southeast Asia,Malaysia,Pulau Daunan,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections",MYS,
3453,No disease,2003,7.372666667,117.2221667,Asia,Southeast Asia,Malaysia,Bankawan East,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections",MYS,
3454,No disease,2003,7.194166667,117.2966667,Asia,Southeast Asia,Malaysia,Bankawan Reef (SW),"Sabah, Pulau Banggi, Kudat",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",MYS,
3455,No disease,2003,7.351833333,117.2850556,Asia,Southeast Asia,Malaysia,Kampong Dogoton (Pulau Banggi),"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections",MYS,
3456,No disease,2003,7.232333333,117.2953333,Asia,Southeast Asia,Malaysia,Bankawan 1,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3.7m, % incidence averaged from four consecutive 20m transect sections",MYS,
3457,No disease,2003,7.232333333,117.2953333,Asia,Southeast Asia,Malaysia,Bankawan 1,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 7.6m, % incidence averaged from four consecutive 20m transect sections",MYS,
3458,No disease,2003,7.284333333,117.3211667,Asia,Southeast Asia,Malaysia,Bankawan 2,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2.7m, % incidence averaged from four consecutive 20m transect sections",MYS,
3459,No disease,2003,7.375333333,117.325,Asia,Southeast Asia,Malaysia,Pulau Guhan,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4.2m, % incidence averaged from four consecutive 20m transect sections",MYS,
3460,No disease,2003,7.393333333,117.3435,Asia,Southeast Asia,Malaysia,Banggi Outer Northeast Reef 1,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 5.1m, % incidence averaged from four consecutive 20m transect sections",MYS,
3461,No disease,2003,7.347166667,117.347,Asia,Southeast Asia,Malaysia,Pulau Kalangkaman 1,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections",MYS,
3462,No disease,2003,7.260333333,117.3483333,Asia,Southeast Asia,Malaysia,Pulau Latoan (Bankawan Reef),"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4.9m, % incidence averaged from four consecutive 20m transect sections",MYS,
3463,No disease,2003,7.338833333,117.3555,Asia,Southeast Asia,Malaysia,Pulau Kalangkaman 2,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3.6m, % incidence averaged from four consecutive 20m transect sections",MYS,
3464,No disease,2003,7.2665,117.3755,Asia,Southeast Asia,Malaysia,Bankawan Reef 3,"Sabah, Pulau Banggi region",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",MYS,
3465,No disease,2003,22.55,114.433333,Asia,North and East Asia,China,Pak Ma Tsui,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections",CHN,
3466,No disease,2003,22.216667,114.133333,Asia,North and East Asia,China,Picnic Bay,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",CHN,
3467,No disease,2003,12.96266667,100.653,Asia,Southeast Asia,Thailand,Leum Island (Ko Luam),"Cholburi, Pattaya",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3.9m, % incidence averaged from four consecutive 20m transect sections",THA,
3468,No disease,2003,5.941222222,102.6674722,Asia,Southeast Asia,Malaysia,Pulau Susu Dara Besar,"Terengganu, Perhentian Islands",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",MYS,
3469,No disease,2003,5.941222222,102.6674722,Asia,Southeast Asia,Malaysia,Pulau Susu Dara Besar,"Terengganu, Perhentian Islands",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 7.6m, % incidence averaged from four consecutive 20m transect sections",MYS,
3470,No disease,2003,5.931583333,102.7231667,Asia,Southeast Asia,Malaysia,Pulau Perhentian Kecil,"Terengganu, Pulau Perhentian",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",MYS,
3471,No disease,2003,5.931583333,102.7231667,Asia,Southeast Asia,Malaysia,Pulau Perhentian Kecil,"Terengganu, Pulau Perhentian",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 10.3m, % incidence averaged from four consecutive 20m transect sections",MYS,
3472,No disease,2003,5.92325,102.7584167,Asia,Southeast Asia,Malaysia,Tokong Burung,"Terengganu, Perhentian Islands",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 11m, % incidence averaged from four consecutive 20m transect sections",MYS,
3473,No disease,2003,5.762222222,103.0280556,Asia,Southeast Asia,Malaysia,Redang Kalong House Reef,"Terengganu, Pulau Redang",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",MYS,
3474,No disease,2003,5.762222222,103.0280556,Asia,Southeast Asia,Malaysia,Redang Kalong House Reef,"Terengganu, Pulau Redang",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 10m, % incidence averaged from four consecutive 20m transect sections",MYS,
3475,No disease,2003,5.777222222,103.0338889,Asia,Southeast Asia,Malaysia,Coral Redang House Reef North,"Terengganu, Kuala Terengganu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",MYS,
3476,No disease,2003,5.769444444,103.0344444,Asia,Southeast Asia,Malaysia,Mini Mount,"Terengganu, Kuala Terengganu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 12m, % incidence averaged from four consecutive 20m transect sections",MYS,
3477,No disease,2003,5.768611111,103.0355556,Asia,Southeast Asia,Malaysia,Pulau Paku Kecil,"Terengganu, Kuala Terengganu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 12m, % incidence averaged from four consecutive 20m transect sections",MYS,
3478,No disease,2003,5.782777778,103.0355556,Asia,Southeast Asia,Malaysia,Pelangi House Reef South,"Terengganu, Kuala Terengganu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 7m, % incidence averaged from four consecutive 20m transect sections",MYS,
3479,No disease,2003,5.767777778,103.0522222,Asia,Southeast Asia,Malaysia,"Pulau Lima, Southern Tip","Terengganu, Kuala Terengganu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 10m, % incidence averaged from four consecutive 20m transect sections",MYS,
3480,No disease,2003,5.767777778,103.0522222,Asia,Southeast Asia,Malaysia,"Pulau Lima, Southern Tip","Terengganu, Kuala Terengganu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 12m, % incidence averaged from four consecutive 20m transect sections",MYS,
3481,No disease,2003,5.773888889,103.0591667,Asia,Southeast Asia,Malaysia,Black Coral Garden,"Terengganu, Pulau Redang",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",MYS,
3482,No disease,2003,5.773888889,103.0591667,Asia,Southeast Asia,Malaysia,Black Coral Garden,"Terengganu, Pulau Redang",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 12m, % incidence averaged from four consecutive 20m transect sections",MYS,
3483,No disease,2003,10.84613889,103.1744722,Asia,Southeast Asia,Cambodia,Koh Mano (Minor),"Koh Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4.5m, % incidence averaged from four consecutive 20m transect sections",KHM,
3484,No disease,2003,10.82555556,103.1931944,Asia,Southeast Asia,Cambodia,Koh Mano (south),"Koh Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4.5m, % incidence averaged from four consecutive 20m transect sections",KHM,
3485,No disease,2003,10.80075,103.1965833,Asia,Southeast Asia,Cambodia,Koh Ta Team,"Koh Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",KHM,
3486,No disease,2003,11.06005556,103.0713333,Asia,Southeast Asia,Cambodia,Koh Krosa Krao,"Koh Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",KHM,
3487,No disease,2003,11.06619444,103.0773056,Asia,Southeast Asia,Cambodia,Koh Krosa Kandal,"Koh Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3.2m, % incidence averaged from four consecutive 20m transect sections",KHM,
3488,No disease,2003,11.05202778,103.0867222,Asia,Southeast Asia,Cambodia,Koh Krosa Khnong,"Koh Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4.5m, % incidence averaged from four consecutive 20m transect sections",KHM,
3489,No disease,2003,10.89680556,103.09875,Asia,Southeast Asia,Cambodia,Koh Smach,"Koh Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",KHM,
3490,No disease,2003,9.922861111,104.0023889,Asia,Southeast Asia,Vietnam,May Rut Trong,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections",VNM,
3491,No disease,2003,9.922861111,104.0023889,Asia,Southeast Asia,Vietnam,May Rut Trong,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 6m, % incidence averaged from four consecutive 20m transect sections",VNM,
3492,No disease,2003,9.956888889,104.0117222,Asia,Southeast Asia,Vietnam,Hon Thom,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections",VNM,
3493,No disease,2003,9.956888889,104.0117222,Asia,Southeast Asia,Vietnam,Hon Thom,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",VNM,
3494,No disease,2003,9.974777778,104.0168333,Asia,Southeast Asia,Vietnam,Hon Roi,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2.5m, % incidence averaged from four consecutive 20m transect sections",VNM,
3495,No disease,2003,9.974777778,104.0168333,Asia,Southeast Asia,Vietnam,Hon Roi,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4.5m, % incidence averaged from four consecutive 20m transect sections",VNM,
3496,No disease,2003,9.914416667,104.0171389,Asia,Southeast Asia,Vietnam,Hon Dam Ngang,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2.5m, % incidence averaged from four consecutive 20m transect sections",VNM,
3497,No disease,2003,9.914416667,104.0171389,Asia,Southeast Asia,Vietnam,Hon Dam Ngang,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 5.5m, % incidence averaged from four consecutive 20m transect sections",VNM,
3498,No disease,2003,9.918777778,104.0203333,Asia,Southeast Asia,Vietnam,Mong Tay,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 1.5m, % incidence averaged from four consecutive 20m transect sections",VNM,
3499,No disease,2003,9.918777778,104.0203333,Asia,Southeast Asia,Vietnam,Mong Tay,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4.5m, % incidence averaged from four consecutive 20m transect sections",VNM,
3500,No disease,2003,10.00475,104.2888889,Asia,Southeast Asia,Vietnam,Hon Dam,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections",VNM,
3501,No disease,2003,10.00475,104.2888889,Asia,Southeast Asia,Vietnam,Hon Dam,"Phu Quoc, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",VNM,
3502,No disease,2003,22.16251667,114.2928667,Asia,North and East Asia,China,Shelter Island,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections",CHN,
3503,No disease,2003,22.35438889,114.2953611,Asia,North and East Asia,China,Sharp Island South,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",CHN,
3504,No disease,2003,22.551,114.3026667,Asia,North and East Asia,China,Kat O Mid,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",CHN,
3505,No disease,2003,22.55038889,114.3142222,Asia,North and East Asia,China,"Kai Kon Tau, Kat O","Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",CHN,
3506,No disease,2003,22.53369444,114.3123611,Asia,North and East Asia,China,Crescent Island North,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",CHN,
3507,No disease,2003,22.46638889,114.3308333,Asia,North and East Asia,China,Hoi Ha Wan Pier,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",CHN,
3508,No disease,2003,22.50666667,114.327,Asia,North and East Asia,China,Wong Chuk Kok Hoi,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 1.5m, % incidence averaged from four consecutive 20m transect sections",CHN,
3509,No disease,2003,22.48033333,114.333,Asia,North and East Asia,China,Moon Island (Hoi Ha Wan),"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4.2m, % incidence averaged from four consecutive 20m transect sections",CHN,
3510,No disease,2003,22.35913889,114.3358889,Asia,North and East Asia,China,Tai She Wan,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 0.5m, % incidence averaged from four consecutive 20m transect sections",CHN,
3511,No disease,2003,22.36325,114.3531667,Asia,North and East Asia,China,Pak Y,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections",CHN,
3512,No disease,2003,22.50166667,114.3565,Asia,North and East Asia,China,Port Island,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 1m, % incidence averaged from four consecutive 20m transect sections",CHN,
3513,No disease,2003,22.35275,114.3654722,Asia,North and East Asia,China,Pak Lap Chai,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4.6m, % incidence averaged from four consecutive 20m transect sections",CHN,
3514,No disease,2003,22.33794444,114.3644722,Asia,North and East Asia,China,Fo Tau Fun Chau,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections",CHN,
3515,No disease,2003,22.36963889,114.3846389,Asia,North and East Asia,China,Siu Long Kei,"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 9.4m, % incidence averaged from four consecutive 20m transect sections",CHN,
3516,No disease,2003,22.36691667,114.3857222,Asia,North and East Asia,China,Long Ke Wan (B),"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 7m, % incidence averaged from four consecutive 20m transect sections",CHN,
3517,No disease,2003,22.54613889,114.4310556,Asia,North and East Asia,China,Ah Ye Wan (Tung Ping Chau),"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections",CHN,
3518,No disease,2003,22.54166667,114.4395833,Asia,North and East Asia,China,Ping Chau (A Ma Wan),"Hong Kong, ",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 2m, % incidence averaged from four consecutive 20m transect sections",CHN,
3519,No disease,2003,0.094444444,119.6141667,Asia,Southeast Asia,Indonesia,Pasoso 4,"Central Sulawesi, Palu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",IDN,
3520,No disease,2003,0.094444444,119.6141667,Asia,Southeast Asia,Indonesia,Pasoso 4,"Central Sulawesi, Palu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 10m, % incidence averaged from four consecutive 20m transect sections",IDN,
3521,No disease,2003,0.085222222,119.6234722,Asia,Southeast Asia,Indonesia,Pasoso 2,"Central Sulawesi, Palu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",IDN,
3522,No disease,2003,0.085222222,119.6234722,Asia,Southeast Asia,Indonesia,Pasoso 2,"Central Sulawesi, Palu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 10m, % incidence averaged from four consecutive 20m transect sections",IDN,
3523,No disease,2003,0.091388889,119.6238889,Asia,Southeast Asia,Indonesia,Pasoso 1,"Central Sulawesi, Palu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",IDN,
3524,No disease,2003,-0.735555556,119.7788889,Asia,Southeast Asia,Indonesia,Kakafu,"Central Sulawesi, Palu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",IDN,
3525,No disease,2003,-0.735555556,119.7788889,Asia,Southeast Asia,Indonesia,Kakafu,"Central Sulawesi, Palu",,0,no disease,,,,"Source: Reef Check, 2005; General Comments: depth was 10m, % incidence averaged from four consecutive 20m transect sections",IDN,
