id,region,subregion,country,location,lat,lon,month,year,depth,severity_code,bleaching_severity,coral_family,coral_species,percentage_affected,bleaching_duration,mortality_code,mortality,recovery_code,recovery,survey_type,survey_area,water_temperature,other_factors,remarks,source,reference_code,country_code
135,Americas,Mesoamerica,Belize,Turneffe Atoll,17.5,-87.85,9,1998,,2,Medium,,,,,,,,,,,,,25-30% bleached,NOAA database,0,BLZ
136,Americas,Mesoamerica,Mexico,"Mahahual, Mexican Carribean",18.8126,-87.3594,10,1998,,1,Low,"Faviidae, Poritidae, Agaricidae","Montastrea, porites, agarica",,,,,,,,,27.7-31.1,,,NOAA database,0,MEX
137,Americas,Northern Caribbean,Bahamas,Chubb Cay,25.414,-77.923,10,1998,,2,Medium,,"scleractinians, hydrocorals, gorgonians",,,,,,,,,,,60% (GCRMN 2000),NOAA database,0,BHS
138,Americas,Northern Caribbean,Bahamas,Samana Cay,23.1273,-73.75,10,1998,,1,Low,,"scleractinians, hydrocorals, gorgonians",,,,,,,,,,,,NOAA database,0,BHS
139,Americas,Northern Caribbean,Bahamas,San Salvador,23.9994,-74.5575,10,1998,,2,Medium,,"scleractinians, hydrocorals, gorgonians",,,,,,,,,,,Moderate bleaching,NOAA database,0,BHS
140,Americas,Northern Caribbean,Bahamas,Sweetings Cay,26.5914,-77.9041,10,1998,,2,Medium,,"scleractinians, hydrocorals, gorgonians",,,,,,,,,,,60% (GCRMN 2000),NOAA database,0,BHS
141,Americas,Mesoamerica,Belize,Baking Swash,16.79,-87.69,10,1998,,2,Medium,,,,,,,,,,,,,moderate-severe,NOAA database,0,BLZ
142,Americas,Mesoamerica,Belize,Long Caye,16.73,-87.77,10,1998,,2,Medium,,,,,,,,,,,,,moderate-severe,NOAA database,0,BLZ
143,Americas,Mesoamerica,Belize,shallow patch reefs,16.6155,-88.0669,10,1998,,2,Medium,,,,,,,,,,,,,moderate-severe,NOAA database,0,BLZ
144,Americas,Northern Caribbean,Jamaica,Jamaica,17.7848,-77.5627,10,1998,,2,Medium,,,,,,,,,,,,,Moderate bleaching,NOAA database,0,JAM
145,Asia,Southeast Asia,Philippines,Danao Bay,11.1805,123.1675,10,1998,,3,HIGH,Acroporidae,"staghorn, brain types. Not firecoral.",,,,,,,,,,,severe bleaching,NOAA database,0,PHL
146,Asia,Southeast Asia,Thailand,Trat,12.152,102.5692,4,1998,,2,Medium,,,,,,,,,,,,,widespread bleaching,"Wilkinson, Clive",0,THA
147,Asia,Southeast Asia,Thailand,Surat Thani,9.209,99.3818,4,1998,,2,Medium,,,,,,,,,,,,,widespread bleaching,"Wilkinson, Clive",0,THA
148,Asia,Southeast Asia,Thailand,Chumphon,10.4843,99.24,4,1998,,2,Medium,,,,,,,,,,,,,widespread bleaching 30-50%,"Wilkinson, Clive",0,THA
149,Asia,Southeast Asia,Vietnam,Nha Trang,12.2594,109.2098,7,1998,,3,HIGH,,,,,3,70%,,,,,,,,"Wilkinson, Clive",0,VNM
150,Asia,Southeast Asia,Vietnam,Con Dao,8.711,106.6497,10,1998,15,3,HIGH,"Acroporidae, Poritidae","table acropora, massive porties",,,,90% mortality in massive porites,,,,,,,70-90% bleaching 1st seen 7/22/98,NOAA database,0,VNM
151,Middle East,Red Sea - Gulf of Aden,Eritrea,"SW Red Sea, Aseb",13.0185,42.7783,10,1998,,0,No Bleaching,,,,,,,,,,,,,no bleaching,NOAA database,0,ERI
152,Middle East,Red Sea - Gulf of Aden,Eritrea,"SW Red Sea, Mitsiwa",15.6224,39.4841,10,1998,,2,Medium,,,,,,,,,,,,,Moderate bleaching,NOAA database,0,ERI
153,Asia,South Asia,Sri Lanka,Sri Lanka,6.3203,81.6206,10,1998,,2,Medium,,,,,,,,,,,,,Moderate bleaching,NOAA database,0,LKA
154,Asia,South Asia,Maldives,north of Ari Atoll,4.2716,72.7749,7,1998,,2,Medium,,,,,,,,,,,,,,NOAA database,0,MDV
155,Asia,South Asia,Maldives,Maldives,4.1697,72.8265,8,1998,,3,HIGH,,,,,,,,,,,,,severe bleaching,NOAA database,0,MDV
156,Australia,Australia and Papua New Guinea,Papua New Guinea,"Island of New Britain, nr Bismarck Sea ",-5.1503,150.5733,8,1998,,1,Low,Acroporidae,acropora,,,,,,,,,29.5-30,,10% bleaching,NOAA database,0,PNG
157,Pacific,Micronesia,Palau,Palau,7.752,134.5763,8,1998,,2,Medium,,,,,3,quarter to third of all corals died from bleaching (http://osdpd.noaa.gov/PSB/EPS/SST/data/als_bleaching.1.10.1999),,,,,,,Moderate bleaching,NOAA database,0,PLW
158,Asia,North and East Asia,Japan,Okinawa,26.269,127.6995,9,1998,,2,Medium,,,,,,,,,,,30,,severe bleaching,NOAA database,0,JPN
159,Americas,Mesoamerica,Belize,Belize,17.0905,-87.9996,10,1998,,2,Medium,,,,,,,,,,,,,,NOAA database,0,BLZ
160,Asia,Southeast Asia,Indonesia,N. Sulawesi,1.1385,122.35,10,1998,,2,Medium,,,,,,,,,,,,,Moderate bleaching,NOAA database,0,IDN
161,Asia,Southeast Asia,Philippines,Cebu,10.4456,123.6308,11,1998,,2,Medium,,,,,,,,,,,,,Moderate bleaching,NOAA database,0,PHL
162,Middle East,Persian Gulf,Bahrain,Hayr Shutaya,26.6,50.8,8,1998,,3,HIGH,,,,,3,90% - 95% a few weeks later,,,,,34-37,,100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks,"Wilkinson, Clive",0,BHR
163,Middle East,Persian Gulf,Bahrain,Fasht Al Adhom,26.15,50.7008,8,1998,,3,HIGH,,,,,3,90% - 95% a few weeks later,,,,,34-37,,100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks,"Wilkinson, Clive",0,BHR
164,Middle East,Persian Gulf,Bahrain,Fasht Al Dibal,26.2923,50.9617,8,1998,,3,HIGH,,,,,3,90% - 95% a few weeks later,,,,,34-37,,100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks,"Wilkinson, Clive",0,BHR
165,Middle East,Persian Gulf,Bahrain,Abul Thama,26.9029,50.9448,8,1998,,2,Medium,,,,,2,all that bleached have died,,,,,,,50%,"Wilkinson, Clive",0,BHR
166,Middle East,Red Sea - Gulf of Aden,Eritrea,Massawa/Green Island,15.8,39.4487,7,1998,,2,Medium,,,,,1,some in shallow water died,2,most corals recovered to to original state,,,,,Water temps of 40C were reported in Aug/Sep causing shallow and deep bleaching,"Wilkinson, Clive",0,ERI
167,Middle East,Persian Gulf,United Arab Emirates,United Arab Emirates,24.4882,52.9802,,1998,,3,HIGH,,,,,3,whole reef appears to be dead,,,,,,,severe bleaching,"Wilkinson, Clive",0,ARE
168,Middle East,Red Sea - Gulf of Aden,Yemen,"Yemen, Socotra",12.5108,54.4597,,1998,,3,HIGH,,,,,,,,,,,,,,"Wilkinson, Clive",0,YEM
169,Africa,Southwest Indian Ocean,Comoros,Grande Comore,-11.4909,43.401,5,1998,,3,HIGH,,,,,3,55%,,,,,,,,CORDIO,0,COM
170,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Heron Island, GBR",-23.4439,151.9286,2,1998,,3,HIGH,,,,,,,,,,,,,,"Wilkinson, Clive",0,AUS_GBR
171,Australia,Australia and Papua New Guinea,Australia,New South Wales,-28.4643,153.5836,3,1998,,2,Medium,,,,,,,,,,,,,,"Wilkinson, Clive",0,AUS
172,Pacific,Micronesia,Federated States of Micronesia,Federated States of Micronesia,8.6072,150.3893,9,1998,,2,Medium,,,,,,,,,,,,,20%,"Wilkinson, Clive",0,FSM
173,Asia,South Asia,India,"Kavaratti Island, Lakshadweep, Arabian Sea",10.5771,72.6344,5,1998,,3,HIGH,,,,,3,78% mortality (Conservation Biology 14(1):5-15),3,surveys in 1999 report live coral cover increase from 5-10% immediately after event to 15-20% (CORDIO Newsletter October 2000),,,,,severe bleaching,"Wilkinson, Clive",0,IND
174,Asia,South Asia,India,"Andaman Islands, Bay of Bengal",11.2161,92.5991,5,1998,,3,HIGH,,,,,3,up to 50%,3,,,,,,65-80%,CORDIO,0,IND
175,Africa,Eastern Africa,Kenya,Lamu,-2.2456,41.0642,3,1998,,1,Low,,,,,,,,significant coral re-growth and recruitment. Shift in community structure to Pocillopora spp. (CORDIO Newsletter 3 May 2001),,,32.5,,,"Wilkinson, Clive",0,KEN
176,Africa,Eastern Africa,Kenya,Mombasa,-4,39.75,3,1998,,3,HIGH,,,,,3,50%-90%,,significant coral re-growth and recruitment. Shift in community structure to Pocillopora spp. (CORDIO Newsletter 3 May 2001),,,,,50-100%,"Wilkinson, Clive",0,KEN
177,Africa,Southwest Indian Ocean,Madagascar,Belo sur Mer,-19.5915,44.425,2,1998,,2,Medium,,,,,1,low only 15% of the 55% dead coral cover can be attributed to bleaching (Obura.D. 2001. Coral Reef Bleaching and Monitoring in the Indian Ocean),,,,,,,30%,"Wilkinson, Clive",0,MDG
178,Africa,Southwest Indian Ocean,Madagascar,Antanambe,-16.5,49.85,2,1998,,2,Medium,,,,,1,low only 15% of the 55% dead coral cover can be attributed to bleaching (Obura.D. 2001. Coral Reef Bleaching and Monitoring in the Indian Ocean),,,,,,,30%,"Wilkinson, Clive",0,MDG
179,Africa,Southwest Indian Ocean,Madagascar,Toliara,-23.4941,43.7538,2,1998,,2,Medium,,,,,1,low only 15% of the 55% dead coral cover can be attributed to bleaching (Obura.D. 2001. Coral Reef Bleaching and Monitoring in the Indian Ocean),,,,,,,30%,"Wilkinson, Clive",0,MDG
180,Africa,Southwest Indian Ocean,Madagascar,Nosy Be,-13.1873,48.2823,2,1998,,2,Medium,,,,,1,low only 15% of the 55% dead coral cover can be attributed to bleaching (Obura.D. 2001. Coral Reef Bleaching and Monitoring in the Indian Ocean),,,,,,,30%,"Wilkinson, Clive",0,MDG
181,Africa,Southwest Indian Ocean,Madagascar,Mitsio Archipelago,-12.82,48.6376,2,1998,,2,Medium,,,,,1,low only 15% of the 55% dead coral cover can be attributed to bleaching (Obura.D. 2001. Coral Reef Bleaching and Monitoring in the Indian Ocean),,,,,,,30%,"Wilkinson, Clive",0,MDG
182,Africa,Southwest Indian Ocean,Madagascar,"Manara-Nord, Masoala peninsula",-15,50.5,2,1998,,2,Medium,Acroporidae,Acropora,,,2,High in shallow Acropora,,,,,,,Shallow  Acropora 40-80% bleached with high mortality and 10-40% of mixed species in deeper water,"Wilkinson, Clive",0,MDG
183,Africa,Southwest Indian Ocean,Mauritius,Mauritius,-20.2909,57.7957,2,1998,,1,Low,,,,,,,,,,,,,1-15%,"Wilkinson, Clive",0,MUS
184,Africa,Southwest Indian Ocean,R�union,R�union,-21.258,55.3253,3,1998,,2,Medium,,,,,2,"no recovery seen, algal growth",,,,,,,30-50%,"Wilkinson, Clive",0,REU
185,Asia,South Asia,Sri Lanka,"Hikkaduwa, Sri Lanka",6.1744,80.0661,4,1998,,3,HIGH,,,,,,,3,10%,,,35,,75%,"Wilkinson, Clive",0,LKA
186,Australia,Australia and Papua New Guinea,Australia,"Scott, Timor Sea Reefs",-14.0608,121.9644,5,1998,,3,HIGH,"Acroporidae, Milleporidae, Poritidae","Acropora, Millepora, Porites",,,3,70% between 1-9m and 40% mortality at 30m,,,,,,,80-100% bleached,"Wilkinson, Clive",0,AUS
187,Australia,Australia and Papua New Guinea,Australia,"Seringapatam, Timor Sea Reefs",-13.6852,122.0757,5,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,AUS
188,Australia,Australia and Papua New Guinea,Australia,"Cartier, Timor Sea Reefs",-12.5321,123.5413,5,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,AUS
189,Australia,Australia and Papua New Guinea,Australia,"Hibernia, Timor Sea Reefs",-11.9894,123.4121,5,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,AUS
190,Africa,Eastern Africa,Tanzania,"Tanga, Tanzania",-5.025,39.24,5,1998,,2,Medium,,,,,2,coral cover reduced from 53% pre bleaching to 33% post bleaching (GCRMN 2000),,,,,,,25%,"Wilkinson, Clive",0,TZA
191,Africa,Eastern Africa,Tanzania,Mafia Island Marine Park,-7.9516,39.8137,10,1998,,3,HIGH,,,,,3,more than 70%,3,reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001),,,,,80-100%,"Wilkinson, Clive",0,TZA
192,Asia,Southeast Asia,Thailand,Chon Buri/Sichang,13.3644,100.9823,4,1998,,3,HIGH,"Acroporidae, Poritidae, Faviidae","Acropora, Porites, Faviids",,,3,high mortality (GCRMN 2000),,,,,,,widespread bleaching 50-60%,"Wilkinson, Clive",0,THA
193,Australia,Australia and Papua New Guinea,Australia,Gneering Shoals,-26.6502,153.1824,3,1998,15m,2,Medium,"Acroporidae, Pocillopordae","Pocillopora damicornis, stylophora pistillata",,,,,,,,,28-30,,60-70% ,"Wilkinson, Clive",0,AUS
194,Pacific,Southeast and Central Pacific,French Polynesia,"Moorea, French Polynesia",-17.4976,-149.9163,,1994,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,PYF
195,Pacific,Southeast and Central Pacific,French Polynesia,"Takapoto, French Polynesia",-14.6606,-145.1757,,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,PYF
196,Pacific,Southeast and Central Pacific,French Polynesia,"Rangiroa, French Polynesia",-14.9863,-147.5999,,1998,,2,Medium,,,,,2,Significant mortality,,,,,,,,"Wilkinson, Clive",0,PYF
197,Pacific,Southeast and Central Pacific,French Polynesia,"Manihi, French Polynesia",-14.4029,-145.8569,,1998,,2,Medium,,,,,2,Significant mortality,,,,,,,,"Wilkinson, Clive",0,PYF
198,Australia,Australia and Papua New Guinea,Papua New Guinea,"Kimbe Bay, New Britain",-5.2592,151.0228,8,1998,,2,Medium,,,,,,high mortality,,,,,,,,"Wilkinson, Clive",0,PNG
199,Australia,Australia and Papua New Guinea,Papua New Guinea,Normanby Island,-10.1768,151.1928,2,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,PNG
200,Australia,Australia and Papua New Guinea,Papua New Guinea,Cape Vogel,-9.7509,150.0109,2,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,PNG
201,Australia,Australia and Papua New Guinea,Papua New Guinea,Tufi,-9.1352,149.3407,2,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,PNG
202,Americas,Southern Tropical America,Colombia,Colombia Pacific Coast,4.0111,-77.6335,9,1997,,2,Medium,Pocillopordae,pocillopora sp. ,,,,,,,,,29,,30% bleached,"Wilkinson, Clive",0,COL
203,Americas,Southern Tropical America,Ecuador,Galapagos Archipelago,-0.2701,-91.0988,3,1998,30m,1,Low,"Agaricidae, Poritidae","Porites, pavona",,,,,,,,,,,,"Wilkinson, Clive",0,ECU
204,Americas,Mesoamerica,Mexico,Gulf of California,24.781,-110.4833,10,1997,,2,Medium,,,,,,,,,,,,,25%,"Wilkinson, Clive",0,MEX
205,Americas,Mesoamerica,Mexico,Jalisco,21.4709,-105.2144,10,1997,,2,Medium,,,,,,,,,,,,,25%,"Wilkinson, Clive",0,MEX
206,Americas,Mesoamerica,Mexico,Nayarit,21.0491,-105.2573,10,1997,,3,HIGH,,,,,,,,,,,,,60%,"Wilkinson, Clive",0,MEX
207,Americas,Mesoamerica,Mexico,Revillagigedos,18.843,-111.0776,10,1997,,1,Low,,,,,,,,,,,31-34,,10-15%,"Wilkinson, Clive",0,MEX
208,Americas,Mesoamerica,Mexico,Oaxaca,16,-95,9,1998,,3,HIGH,,,,,3,70% mortality by late 1998,,,,,,,bleaching minor in sept but must have intensified later in the yr with the La Nina as 70% mortality reported (GCRMN 2000),"Wilkinson, Clive",0,MEX
209,Americas,Northern Caribbean,Bahamas,Little Inagua,21.5544,-72.9692,8,1998,,3,HIGH,,,,,,,,,,,,,60% (GCRMN 2000),"Wilkinson, Clive",0,BHS
210,Americas,Northern Caribbean,Bahamas,San Salvador,24,-74.6,8,1998,,3,HIGH,,,,,,,,,,,,,,"Wilkinson, Clive",0,BHS
211,Americas,Northern Caribbean,Bahamas,Walker Cay,27.2616,-78.3844,8,1998,,3,HIGH,,,,,,,,,,,,,60% (GCRMN 2000),"Wilkinson, Clive",0,BHS
212,Americas,Mesoamerica,Belize,"Lighthouse Reef, Belize",17.4054,-87.546,9,1998,,3,HIGH,,,,,,,,,,,,,,"Wilkinson, Clive",0,BLZ
213,Americas,Eastern Caribbean,Netherlands Antilles,Bonaire,12.2417,-68.2428,8,1998,,2,Medium,,,,,,,,,,,,,,"Wilkinson, Clive",0,ANT
214,Americas,Northern Caribbean,Cayman Islands,North side Grand Cayman,19.355,-81.1532,9,1998,,3,HIGH,"Acroporidae, Faviidae","acropora, montastrea",,,,,,,,,,,90% bleached is noticed  11/20/97 (source b971120.dat) as 50-60%,"Wilkinson, Clive",0,CYM
215,Americas,Northern Caribbean,Cuba,Varadero,22.1,-81.195,8,1998,,3,HIGH,,,,,,,,,,,,,,"Wilkinson, Clive",0,CUB
216,Americas,Northern Caribbean,Cuba,Santiago,19.9734,-76.1308,8,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,CUB
217,Americas,U.S. Caribbean,Florida (USA),Tortugas Banks,24.63,-82.92,9,1998,,2,Medium,,,,,,,,,,,,,Moderate bleaching,"Wilkinson, Clive",0,USA_FLO
218,Americas,U.S. Caribbean,Florida (USA),"Fort Jefferson, Florida",24.63,-82.87,9,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,USA_FLO
219,Americas,Eastern Caribbean,Guadeloupe,Guadaloupe,16.3727,-61.6516,,1998,,3,HIGH,,,,,,,,,,,29c,,severe bleaching,"Wilkinson, Clive",0,GLP
220,Americas,Northern Caribbean,Haiti,Haiti,18.9211,-72.6752,9,1998,,3,HIGH,,,,,,,,,,,,,,"Wilkinson, Clive",0,HTI
221,Americas,Mesoamerica,Honduras,Honduras,15.9316,-86.4011,9,1998,,2,Medium,,,,,,,,,,,,,50%,"Wilkinson, Clive",0,HND
222,Americas,Northern Caribbean,Jamaica,"Portland Bight, Jamaica",17.7777,-77.0837,10,1998,,2,Medium,,,,,,,,,,,,,,"Wilkinson, Clive",0,JAM
223,Americas,Mesoamerica,Mexico,Quintana Roo,19,-87.5717,10,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,MEX
224,Americas,Mesoamerica,Mexico,Yucatan,21.3257,-90.1559,,1998,,1,Low,,,,,,,,,,,,,,"Wilkinson, Clive",0,MEX
225,Americas,Southern Tropical America,Panama,Western Panama,7.8541,-82.4562,10,1998,,3,HIGH,,,,,,,,,,,,,,"Wilkinson, Clive",0,PAN
226,,,United Kingdom,"Soufriere, Saint Lucia",13.8716,-61.0808,,1998,,3,HIGH,,,,,,,,,,,,,100%,"Wilkinson, Clive",0,GBR
227,Americas,U.S. Caribbean,Virgin Islands (U.S.),Virgin Islands,18.4526,-64.6259,9,1998,,3,HIGH,,,,,,,,,,,,,widespread bleaching 50%,"Wilkinson, Clive",0,VIR
228,Americas,Eastern Caribbean,Barbados,"Carribee Bank, Barbados",13.0391,-59.5231,9,1998,,2,Medium,,,,,,,,,,,,,,"Wilkinson, Clive",0,BRB
229,Americas,Northern Caribbean,Bermuda,Bermuda,32.3166,-64.7933,8,1998,,1,Low,,,,,0,no mortality in evidence (GCRMN 2000 Chapter 15),,,,,,,,"Wilkinson, Clive",0,BMU
230,Americas,Southern Tropical America,Brazil,"Abrolhos Reefs, Brazil",-17.785,-39,4,1998,,3,HIGH,"Mussidae, Agaricidae, Siderastridae","Mussismilia hispida, Agaricia agaricites, Siderastrea stellata",,,,,0,by October all colonies recovered,,,,,"90% of Mussismilia hispida bleached, 80% Agaricia agaricites and 70% Siderastrea stellata bleached.","Wilkinson, Clive",0,BRA
231,Asia,South Asia,Sri Lanka,"Pigeon Islands, Trincomalee",8.7146,81.2042,,1998,,0,No Bleaching,,,,,0,None,0,Full,,,,,no bleaching,CORDIO,0,LKA
232,Asia,South Asia,India,Gulf of Mannar,9.2912,79.1852,6,1998,,3,HIGH,"Acroporidae, Pocilloporidae","Acropora, Pocillopora",,,3,"60%
Branching forms (mostly Acropora) were lost in 1998. (GCRMN 2002)",3,,,,,,60%,CORDIO and GCRMN 2002,0,IND
233,Asia,South Asia,India,Nicobar Islands,7.5091,93.5047,,1998,,3,HIGH,,,,,2,up to 20% (GCRMN 2000),3,,,,,,80% bleaching,CORDIO,0,IND
234,Africa,Southwest Indian Ocean,Mauritius,Balaclava Bay marine park,-20.1602,57.4528,2,1998,,2,Medium,,,,,0,None,,,,,,,39% of live corals wholly or partially bleached,CORDIO,0,MUS
235,Africa,Southwest Indian Ocean,Mauritius,Blue Bay marine park,-20.4132,57.7133,2,1998,,2,Medium,,,,,0,None,,,,,,,31% of live corals wholly or partially bleached,CORDIO,0,MUS
236,Africa,Southwest Indian Ocean,R�union,Planch'aliz� reef flat,-21.1544,55.272,2,1998,,1,Low,,,,,1,some,,,,,,,some noticed,CORDIO,0,REU
237,Africa,Southwest Indian Ocean,R�union,Trois Chameaux,-21.3322,55.4557,2,1998,,0,No Bleaching,,,,,,,,,,,,,no bleaching,CORDIO,0,REU
238,Africa,Southwest Indian Ocean,R�union,Sainte Rose,-21.1179,55.8251,2,1998,,1,Low,,,,,1,some,,,,,,,some noticed,CORDIO,0,REU
239,Asia,Southeast Asia,Philippines,Rita Island (St. Rita Island ),10.0844,118.7763,,1998,,1,Low,,,,,,,,,,,,,"Some bleaching was observed on the corals of St. Rita island in the middle of Ulugan Bay, though not as bad as near the underground river (St. Paul Bay).",ReefBase,0,PHL
240,Asia,Southeast Asia,Philippines,Arthur's Rock,13.6884,120.8681,,1997,,2,Medium,,,,,,,,,,,,,Reported as one of the dominant impact on the reef.,ReefBase,0,PHL
241,Americas,U.S. Caribbean,Puerto Rico,Enrique Reef (Cayo Enrique ),17.9541,-67.06,9,1998,18m,1,Low,Milleporidae,"Millepora complanata, M. alcicornis, M. squarrosa",,,,,,,,,31,,sw coast bleaching minor and scattered. Mainly shallow near-shore patch reefs and fringing reefs,ReefBase,0,PRI
242,Asia,Southeast Asia,Thailand,Adang Island ( Ko Adang ),6.5303,99.2767,,1997,,1,Low,,,,,,,,,,,,,Observed along the western and eastern reefs of Adang.,ReefBase,0,THA
243,Asia,Southeast Asia,Thailand,Lipe Island ( Ko Lipe ),6.5004,99.3022,,1997,,1,Low,Acroporidae,Acropora,,,,,,,,,,,Mainly Acropora species were reported.,ReefBase,0,THA
244,Middle East,Red Sea - Gulf of Aden,Yemen,"Darsha and Semha, the Brothers, Socotra",12.1286,53.1829,,1998,,1,Low,,,,,0,,,,,,,,barely affected by the bleaching,CORDIO,0,YEM
245,Africa,Eastern Africa,Somalia,1km west of Raas Cuuda,10.7898,45.979,,1998,,3,HIGH,,,,,3,60-100% Millepora and Porites prev dominant now 99% dead,,,,,,,"Most coral was dead in obs during Mar 99, related to bleaching","Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme",12510,SOM
246,Africa,Eastern Africa,Somalia,east of El Girdi,10.56,45.22,,1998,,2,Medium,,,,,2,"Shallower regions almost entirely dead, more coral had srvived on the outer fringe",,,,,,,Heavy mortality obs on shallow reef in Mar 99 from bleaching some time ago,"Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme",12510,SOM
247,Africa,Eastern Africa,Somalia,west of Berbera lighthouse,10.4343,44.9681,,1998,,1,Low,,,,,0,coral cover ranged from 60-100% on offshre reefs,,,,,,,No apparent bleaching associated mortality during Mar 99 survey,"Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme",12510,SOM
248,Africa,Eastern Africa,Kenya,Malindi,-3.2218,40.1403,12,1998,,3,HIGH,,,,,3,60% of hard corals (90% of soft corals),,significant coral re-growth and recruitment. Shift in community structure to Pocillopora spp. (CORDIO Newsletter 3 May 2001),,,,,"50-90% (along entire Kenya coast) to 20m, with highest mortalities in <2-3m",CORDIO,0,KEN
249,Africa,Eastern Africa,Tanzania,Chapwani and Changuu reefs,-6.1274,39.1742,3,1998,,3,HIGH,,,,,3,,3,40%,,,,,,CORDIO,0,TZA
250,Africa,Eastern Africa,Tanzania,Chumbe,-6.3031,39.195,3,1998,,2,Medium,,,,,2,Hard coral decrease from 52% to 42% = approx 19% loss,,,,,,,,CORDIO,0,TZA
251,Africa,Eastern Africa,Tanzania,Bawi,-6.1925,39.1349,3,1998,,2,Medium,,,,,2,Hard coral decrease from 53% to 45% = approx 15% loss,,,,,,,,CORDIO,0,TZA
252,Africa,Eastern Africa,Mozambique,Sencar,-11.2059,40.6715,,1998,,3,HIGH,,,,,3,99%,3,reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001),,,,,,CORDIO,0,MOZ
253,Africa,Eastern Africa,Mozambique,Pemba Bay,-12.2805,40.6033,,1998,,3,HIGH,,,,,2,less than 30%,3,reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001),,,,,,CORDIO,0,MOZ
254,Africa,Eastern Africa,Mozambique,Fernao Veloso Bay,-12.9563,40.5845,,1998,,3,HIGH,,,,,2,30%,3,reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001),,,,,,CORDIO,0,MOZ
255,Africa,Eastern Africa,Mozambique,Wimbi Beach,-11.5273,40.6275,,1998,,3,HIGH,,,,,2,"30%, but also COTS",3,reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001),,,,,,CORDIO,0,MOZ
256,Africa,Eastern Africa,Mozambique,Quilalulia Channel,-11.0432,40.6994,,1998,,3,HIGH,,,,,3,Heavy mortality,3,reasonable recovery by re-growth and new recruitment (CORDIO Newsletter 3 May 2001),,,,,,CORDIO,0,MOZ
